"año","MUNICIPIO","CÓDIGO DANE","INSTITUCION","CÓDIGO DANE SEDE","SEDE","ZONA","SECTOR","Prescolar 1","Primero","Segundo","Tercero","Cuarto","Quinto","Sexto","Séptimo","Octavo","Noveno","Décimo","Once","intr","pfc 1","pfc 2","pfc 3","pfc 4","ciclo i","ciclo ii","ciclo iii","ciclo iv","ciclo v","ciclo vi","Total IE"
"2.023","SAN PABLO DE BORBUR","315681000331","I.E. TECNICA PABLO VALETTE","215681000158","ESC SAN PEDRO","RURAL","OFICIAL","1","1","2","6","6","2",,,,,,,,,,,,,,,,,,"18"
"2.023","SAN PABLO DE BORBUR","315681000331","I.E. TECNICA PABLO VALETTE","215681000425","ESC SAN FRANCISCO","RURAL","OFICIAL","1",,"1","1","2",,,,,,,,,,,,,,,,,,,"5"
"2.023","SAN PABLO DE BORBUR","315681000331","I.E. TECNICA PABLO VALETTE","215681000140","ESC SANTA TERESA","RURAL","OFICIAL",,,"2","1",,"4",,,,,,,,,,,,,,,,,,"7"
"2.023","SAN PABLO DE BORBUR","315681000331","I.E. TECNICA PABLO VALETTE","215681000361","ESC EL CONSUELO","RURAL","OFICIAL","2","3",,"3","2","4",,,,,,,,,,,,,,,,,,"14"
"2.023","SAN PABLO DE BORBUR","315681000331","I.E. TECNICA PABLO VALETTE","215681000191","ESC BEJUCAL NORTE","RURAL","OFICIAL",,,"1","1",,"4",,,,,,,,,,,,,,,,,,"6"
"2.023","SAN PABLO DE BORBUR","315681000331","I.E. TECNICA PABLO VALETTE","215681000280","ESC CALCETERO BAJO","RURAL","OFICIAL","2",,"2",,"3",,,,,,,,,,,,,,,,,,,"7"
"2.023","SAN PABLO DE BORBUR","315681000331","I.E. TECNICA PABLO VALETTE","215681000077","ESC LLANO GRANDE","RURAL","OFICIAL","4","1","5","5","5","4",,,,,,,,,,,,,,,,,,"24"
"2.023","SAN PABLO DE BORBUR","315681000331","I.E. TECNICA PABLO VALETTE","215681000069","ESC CHANARES","RURAL","OFICIAL","2","2","2",,"1","1",,,,,,,,,,,,,,,,,,"8"
"2.023","SAN PABLO DE BORBUR","315681000331","I.E. TECNICA PABLO VALETTE","215681000239","ESC ALTO DE OSO","RURAL","OFICIAL","1","3","3",,"1","2",,,,,,,,,,,,,,,,,,"10"
"2.023","SAN PABLO DE BORBUR","315681000331","I.E. TECNICA PABLO VALETTE","215681000166","ESC PARAMO LAGUNAS","RURAL","OFICIAL",,"2","6","2","3","4",,,,,,,,,,,,,,,,,,"17"
"2.023","SAN PABLO DE BORBUR","315681000331","I.E. TECNICA PABLO VALETTE","215681000107","ESC TELLEZ ALTO","RURAL","OFICIAL",,"1",,,,,,,,,,,,,,,,,,,,,,"1"
"2.023","SAN PABLO DE BORBUR","315681000331","I.E. TECNICA PABLO VALETTE","215681000468","ESC TELLEZ BAJO","RURAL","OFICIAL",,"2",,"1",,,,,,,,,,,,,,,,,,,,"3"
"2.023","SAN PABLO DE BORBUR","315681000331","I.E. TECNICA PABLO VALETTE","215681000085","ESC SAN MARTIN","RURAL","OFICIAL","9","13","13","8","17","15",,,,,,,,,,,,,,,,,,"75"
"2.023","SAN PABLO DE BORBUR","315681000331","I.E. TECNICA PABLO VALETTE","215681000051","ESC CALAMACO","RURAL","OFICIAL","1","3","2","3",,"3",,,,,,,,,,,,,,,,,,"12"
"2.023","SAN PABLO DE BORBUR","315681000331","I.E. TECNICA PABLO VALETTE","215681000441","ESC CALAMACO BAJO","RURAL","OFICIAL","2",,,"2","1",,,,,,,,,,,,,,,,,,,"5"
"2.023","SAN PABLO DE BORBUR","315681000331","I.E. TECNICA PABLO VALETTE","215681000221","ESC SAN RAFAEL","RURAL","OFICIAL",,"2",,"2",,"1",,,,,,,,,,,,,,,,,,"5"
"2.023","SANTA MARIA","315690000416","I.E. TECNICO JACINTO VEGA","315690000416","I.E. TECNICO JACINTO VEGA - SEDE PRINCIPAL","URBANA","OFICIAL",,,,,,,"61","54","45","50","32","31",,,,,,,,"16","9","5","4","307"
"2.023","SANTA MARIA","315690000416","I.E. TECNICO JACINTO VEGA","115690000018","CONC URB","URBANA","OFICIAL","25","26","47","27","28","33",,,,,,,,,,,,,,,,,,"186"
"2.023","SANTA MARIA","315690000416","I.E. TECNICO JACINTO VEGA","215690000527","CENT EDUC EL RETIRO","RURAL","OFICIAL",,,"1",,,,,,,,,,,,,,,,,,,,,"1"
"2.023","SANTA MARIA","315690000416","I.E. TECNICO JACINTO VEGA","215690000152","CENT EDUC HOYA GRANDE","RURAL","OFICIAL","2","1",,"3","2","1",,,,,,,,,,,,,,,,,,"9"
"2.023","SANTA MARIA","315690000416","I.E. TECNICO JACINTO VEGA","215690000021","CENT EDUC CAÑO NEGRO","RURAL","OFICIAL",,,"1","1",,"3",,,,,,,,,,,,,,,,,,"5"
"2.023","SANTA MARIA","315690000416","I.E. TECNICO JACINTO VEGA","215690000217","CENT EDUC SAN ANTONIO","RURAL","OFICIAL",,,"1","2","1",,,,,,,,,,,,,,,,,,,"4"
"2.023","SANTA MARIA","315690000416","I.E. TECNICO JACINTO VEGA","215690000187","CENT EDUC CEIBA GRANDE","RURAL","OFICIAL",,"1",,,"1",,,,,,,,,,,,,,,,,,,"2"
"2.023","SANTA MARIA","315690000416","I.E. TECNICO JACINTO VEGA","215690000136","CENT EDUC CHARCO LARGO","RURAL","OFICIAL","1","1","2","1",,"1",,,,,,,,,,,,,,,,,,"6"
"2.023","SANTA MARIA","315690000416","I.E. TECNICO JACINTO VEGA","215690000101","CENT EDUC SAN RAFAEL","RURAL","OFICIAL","1",,,,"2",,,,,,,,,,,,,,,,,,,"3"
"2.023","SANTA MARIA","315690000416","I.E. TECNICO JACINTO VEGA","215690000306","CENT EDUC SANTA CECILIA","RURAL","OFICIAL","2","1",,,,,,,,,,,,,,,,,,,,,,"3"
"2.023","SANTA MARIA","315690000416","I.E. TECNICO JACINTO VEGA","215690000292","CENT EDUC PIEDRA CAMPANA","RURAL","OFICIAL",,"1",,"2","1","2",,,,,,,,,,,,,,,,,,"6"
"2.023","SANTA MARIA","315690000416","I.E. TECNICO JACINTO VEGA","215690000462","CENT EDUC GACENERA","RURAL","OFICIAL","1","1","1","1",,,,,,,,,,,,,,,,,,,,"4"
"2.023","SANTA MARIA","315690000416","I.E. TECNICO JACINTO VEGA","215690000161","CENT EDUC PLANADAS","RURAL","OFICIAL","1",,"2","1",,"2",,,,,,,,,,,,,,,,,,"6"
"2.023","SANTA MARIA","315690000416","I.E. TECNICO JACINTO VEGA","215690000080","CENT EDUC NAZARETH","RURAL","OFICIAL",,,"2",,"1",,,,,,,,,,,,,,,,,,,"3"
"2.023","SANTA MARIA","315690000416","I.E. TECNICO JACINTO VEGA","215690000519","CENT EDUC LA VICTORIA","RURAL","OFICIAL","1","1",,,"1","1","2",,,"2",,,,,,,,,,,,,,"8"
"2.023","SANTA MARIA","315690000416","I.E. TECNICO JACINTO VEGA","215690000195","CENT EDUC AGUA CALIENTE","RURAL","OFICIAL",,,"1",,"1","1",,,,,,,,,,,,,,,,,,"3"
"2.023","SANTA MARIA","315690000416","I.E. TECNICO JACINTO VEGA","215690000314","COL DE EDUC BAS MARCO AURELIO VARGAS","RURAL","OFICIAL","2","2","1",,,"1","2",,"1",,,,,,,,,,,,,,,"9"
"2.023","SANTA ROSA DE VITERBO","115693000035","I.E. CARLOS ARTURO TORRES PEÑA","115693000035","I.E. CARLOS ARTURO TORRES PEÑA - SEDE PRINCIPAL","URBANA","OFICIAL","51","53","67","60","71","78","93","86","88","81","80","78",,,,,,,,,,,,"886"
"2.023","SANTA ROSA DE VITERBO","115693000035","I.E. CARLOS ARTURO TORRES PEÑA","215693000277","ESC EGIPTO","RURAL","OFICIAL","1","1","4","3",,"5",,,,,,,,,,,,,,,,,,"14"
"2.023","SANTA ROSA DE VITERBO","115693000035","I.E. CARLOS ARTURO TORRES PEÑA","215693000188","ESC CACHAVITA","RURAL","OFICIAL",,"2","3","1","2","1",,,,,,,,,,,,,,,,,,"9"
"2.023","SANTA ROSA DE VITERBO","115693000035","I.E. CARLOS ARTURO TORRES PEÑA","215693000072","ESC LA CRECIENTE","RURAL","OFICIAL","1",,"5","2",,"4",,,,,,,,,,,,,,,,,,"12"
"2.023","SANTA ROSA DE VITERBO","115693000035","I.E. CARLOS ARTURO TORRES PEÑA","215693000218","ESC PUERTA DE CUCHE","RURAL","OFICIAL",,"1",,"2",,"1",,,,,,,,,,,,,,,,,,"4"
"2.023","SANTA ROSA DE VITERBO","115693000043","I.E. CASILDA ZAFRA","115693000043","I.E. CASILDA ZAFRA - SEDE PRINCIPAL","URBANA","OFICIAL","17","24","15","19","22","24","42","46","28","28","28","26",,,,,,,,,,,,"319"
"2.023","SANTA ROSA DE VITERBO","115693000043","I.E. CASILDA ZAFRA","215693000129","ESC EL OLIVO","RURAL","OFICIAL",,"1","3","1","2",,,,,,,,,,,,,,,,,,,"7"
"2.023","SANTA ROSA DE VITERBO","115693000043","I.E. CASILDA ZAFRA","215693000099","ESC EL SALITRE","RURAL","OFICIAL","3","3","3","2","1",,,,,,,,,,,,,,,,,,,"12"
"2.023","SANTA ROSA DE VITERBO","115693000043","I.E. CASILDA ZAFRA","215693000102","ESC LA LAGUNA","RURAL","OFICIAL",,,"4","2","1","2",,,,,,,,,,,,,,,,,,"9"
"2.023","SANTA ROSA DE VITERBO","115693000043","I.E. CASILDA ZAFRA","215693000170","ESC VILLA NUEVA","RURAL","OFICIAL","1","3","1",,"3",,,,,,,,,,,,,,,,,,,"8"
"2.023","SANTA ROSA DE VITERBO","115693000043","I.E. CASILDA ZAFRA","215693000161","ESC EL CUCUBO","RURAL","OFICIAL",,"2","1","3","3","1",,,,,,,,,,,,,,,,,,"10"
"2.023","SANTA ROSA DE VITERBO","215693000200","I.E. TECNICA EL PORTACHUELO","215693000200","I.E. TECNICA EL PORTACHUELO - SEDE PRINCIPAL","RURAL","OFICIAL","4","3","10","3","7","8","11","11","18","14","12","18",,,,,,,,,,,,"119"
"2.023","SANTA ROSA DE VITERBO","215693000200","I.E. TECNICA EL PORTACHUELO","215693000137","ESC CIRAQUITA","RURAL","OFICIAL",,,"1","1","1","2",,,,,,,,,,,,,,,,,,"5"
"2.023","SANTA ROSA DE VITERBO","215693000200","I.E. TECNICA EL PORTACHUELO","215693000242","ESC LA MESA","RURAL","OFICIAL",,"3","3","3","1",,,,,,,,,,,,,,,,,,,"10"
"2.023","SANTA ROSA DE VITERBO","215693000200","I.E. TECNICA EL PORTACHUELO","215693000153","ESC QUEBRADA GRANDE","RURAL","OFICIAL",,"1","4",,"5","3",,,,,,,,,,,,,,,,,,"13"
"2.023","SANTA ROSA DE VITERBO","215693000200","I.E. TECNICA EL PORTACHUELO","215693000145","ESC QUEBRADA ARRIBA","RURAL","OFICIAL","1","2","3","2","3","5",,,,,,,,,,,,,,,,,,"16"
"2.023","SANTA SOFIA","115696000010","I.E. TECNICO AGROPECUARIO","115696000010","I.E. TECNICO AGROPECUARIO - SEDE PRINCIPAL","URBANA","OFICIAL",,,,,,,"62","51","45","43","22","35",,,,,,,,"14","14","11",,"297"
"2.023","SANTA SOFIA","115696000010","I.E. TECNICO AGROPECUARIO","115696000028","CONC URB SIMÓN BOLÍVAR","URBANA","OFICIAL","37","42","26","38","23","48",,,,,,,,,,,,,,,,,,"214"
"2.023","SANTA SOFIA","115696000010","I.E. TECNICO AGROPECUARIO","215696000090","CENT EDUC COLORADOS SUR","RURAL","OFICIAL","2","4","2","1","3","3",,,,,,,,,,,,,,,,,,"15"
"2.023","SANTA SOFIA","115696000010","I.E. TECNICO AGROPECUARIO","215696000081","CENT EDUC GUATOQUE","RURAL","OFICIAL","7","6","5","2","7","6",,,,,,,,,,,,,,,,,,"33"
"2.023","SANTA SOFIA","115696000010","I.E. TECNICO AGROPECUARIO","215696000057","CENT EDUC PANTANILLO","RURAL","OFICIAL",,"1","3","1","4","2",,,,,,,,,,,,,,,,,,"11"
"2.023","SANTA SOFIA","115696000010","I.E. TECNICO AGROPECUARIO","215696000065","CENT EDUC PUENTECITAS","RURAL","OFICIAL",,"1",,"1","1",,,,,,,,,,,,,,,,,,,"3"
"2.023","SANTA SOFIA","115696000010","I.E. TECNICO AGROPECUARIO","215696000049","CENT EDUC SALITRILLO","RURAL","OFICIAL","1","4","4","3",,"2",,,,,,,,,,,,,,,,,,"14"
"2.023","SANTA SOFIA","115696000010","I.E. TECNICO AGROPECUARIO","215696000031","CENT EDUC SOROCOTA","RURAL","OFICIAL","2","1","1","1","2",,,,,,,,,,,,,,,,,,,"7"
"2.023","SANTANA","115686000011","I.E. TECNICA ANTONIO RICAURTE","115686000011","I.E. TECNICA ANTONIO RICAURTE - SEDE PRINCIPAL","URBANA","OFICIAL",,,,,,,"100","115","88","91","83","101",,,,,,,"1","9","8","11","8","615"
"2.023","SANTANA","115686000011","I.E. TECNICA ANTONIO RICAURTE","115686000127","COL ANTONIO RICAURTE - PRIMARIA","URBANA","OFICIAL","71","88","84","78","62","82",,,,,,,,,,,,,,,,,,"465"
"2.023","SANTANA","115686000011","I.E. TECNICA ANTONIO RICAURTE","215686000041","ESC SAN ROQUE","RURAL","OFICIAL","3","9","5","6","5","2",,,,,,,,,,,,,,,,,,"30"
"2.023","SANTANA","115686000011","I.E. TECNICA ANTONIO RICAURTE","215686000091","ESC LAS QUEBRADAS","RURAL","OFICIAL","5","3","2",,"2","2",,,,,,,,,,,,,,,,,,"14"
"2.023","SANTANA","115686000011","I.E. TECNICA ANTONIO RICAURTE","215686000164","ESC SANTA BÁRBARA","RURAL","OFICIAL","3","1","1","1","1","1",,,,,,,,,,,,,,,,,,"8"
"2.023","SANTANA","115686000011","I.E. TECNICA ANTONIO RICAURTE","215686000075","ESC SAN PEDRO","RURAL","OFICIAL","6","8","4","8","5","7",,,,,,,,,,,,,,,,,,"38"
"2.023","SANTANA","115686000011","I.E. TECNICA ANTONIO RICAURTE","215686000067","ESC SAN ISIDRO","RURAL","OFICIAL","1","4","3","5","1","5",,,,,,,,,,,,,,,,,,"19"
"2.023","SANTANA","115686000011","I.E. TECNICA ANTONIO RICAURTE","215686000083","ESC MIRAVALLES","RURAL","OFICIAL","1","2","3","1","2","2",,,,,,,,,,,,,,,,,,"11"
"2.023","SANTANA","115686000011","I.E. TECNICA ANTONIO RICAURTE","215686000113","ESC EL RODEO","RURAL","OFICIAL","3","2","4","1","3","2",,,,,,,,,,,,,,,,,,"15"
"2.023","SANTANA","115686000011","I.E. TECNICA ANTONIO RICAURTE","215686000130","ESC QUEBRADAFRENOS","RURAL","OFICIAL","4","2","4","4","2","8",,,,,,,,,,,,,,,,,,"24"
"2.023","SATIVANORTE","115720000212","I.E. TECNICA NUESTRA SEÑORA DEL ROSARIO","115720000212","I.E. TECNICA NUESTRA SEÑORA DEL ROSARIO - SEDE PRINCIPAL","URBANA","OFICIAL","12","16","11","15","13","14","22","30","27","18","24","20",,,,,,,,,,,,"222"
"2.023","SATIVANORTE","215720000128","I.E. LUIS MANUEL PARRA CARO","215720000128","I.E. LUIS MANUEL PARRA CARO - SEDE PRINCIPAL","RURAL","OFICIAL",,,"1","2",,,,,,,,,,,,,,,,,,,,"3"
"2.023","SATIVANORTE","215720000128","I.E. LUIS MANUEL PARRA CARO","215720000039","ESC PARAMO","RURAL","OFICIAL","2","1","1",,"1",,,,,,,,,,,,,,,,,,,"5"
"2.023","SATIVANORTE","215720000128","I.E. LUIS MANUEL PARRA CARO","215720000047","ESC TOASAGUE","RURAL","OFICIAL",,,"3",,"2","2",,,,,,,,,,,,,,,,,,"7"
"2.023","SATIVANORTE","215720000128","I.E. LUIS MANUEL PARRA CARO","215720000063","ESC BARACUTA","RURAL","OFICIAL",,,"2",,,"1",,,,,,,,,,,,,,,,,,"3"
"2.023","SATIVANORTE","215720000128","I.E. LUIS MANUEL PARRA CARO","215720000071","ESC TOPACHOQUE","RURAL","OFICIAL","1","2","1","6","1","3",,,,,,,,,,,,,,,,,,"14"
"2.023","SATIVANORTE","215720000128","I.E. LUIS MANUEL PARRA CARO","215720000080","ESC EL HATO","RURAL","OFICIAL","1","2","1",,"1","1","3","3","1","1",,,,,,,,,,,,,,"14"
"2.023","SATIVANORTE","215720000128","I.E. LUIS MANUEL PARRA CARO","215720000110","ESC FABITA","RURAL","OFICIAL","2",,,,"1",,,,,,,,,,,,,,,,,,,"3"
"2.023","SATIVANORTE","215720000128","I.E. LUIS MANUEL PARRA CARO","215720000179","SEDE SATIVA VIEJO","RURAL","OFICIAL","1","1",,"1",,"1",,,,,,,,,,,,,,,,,,"4"
"2.023","SATIVANORTE","215720000128","I.E. LUIS MANUEL PARRA CARO","215720000161","COL DE ED BAS OCAVITA","RURAL","OFICIAL",,,"1",,"1","1",,,,,,,,,,,,,,,,,,"3"
"2.023","SATIVANORTE","215720000128","I.E. LUIS MANUEL PARRA CARO","215720000055","ESC JUPA","RURAL","OFICIAL","1",,,"1",,"1",,,,,,,,,,,,,,,,,,"3"
"2.023","SATIVANORTE","215720000128","I.E. LUIS MANUEL PARRA CARO","215720000098","ESC DATAL","RURAL","OFICIAL",,,"1",,"2","1",,,,,,,,,,,,,,,,,,"4"
"2.023","SATIVANORTE","215720000128","I.E. LUIS MANUEL PARRA CARO","215720000144","COL DE ED BAS LA ESTANCIA","RURAL","OFICIAL","1","1","2","1","1",,,,,,,,,,,,,,,,,,,"6"
"2.023","SATIVANORTE","215720000128","I.E. LUIS MANUEL PARRA CARO","215720000152","ESC EL BATAN","RURAL","OFICIAL","2","1","4",,"3","3",,,,,,,,,,,,,,,,,,"13"
"2.023","SATIVANORTE","215720000128","I.E. LUIS MANUEL PARRA CARO","215720000233","SEDE COLORADOS","RURAL","OFICIAL","1","1","3",,"2","1",,,,,,,,,,,,,,,,,,"8"
"2.023","SATIVASUR","115723000167","I.E. TECNICA SEÑOR DE LOS MILAGROS","115723000167","I.E. TECNICA SEÑOR DE LOS MILAGROS - SEDE PRINCIPAL","URBANA","OFICIAL","10","8","7","13","7","12","17","21","16","14","24","14",,,,,,,,,,,,"163"
"2.023","SATIVASUR","115723000167","I.E. TECNICA SEÑOR DE LOS MILAGROS","215723000137","ESC BURA","RURAL","OFICIAL","5","3",,"2","2","2",,,,,,,,,,,,,,,,,,"14"
"2.023","SATIVASUR","115723000167","I.E. TECNICA SEÑOR DE LOS MILAGROS","215723000145","ESC LA CALDERA","RURAL","OFICIAL","2","1","1","4",,"3",,,,,,,,,,,,,,,,,,"11"
"2.023","SATIVASUR","115723000167","I.E. TECNICA SEÑOR DE LOS MILAGROS","215723000081","ESC TICUAQUITA","RURAL","OFICIAL",,,,,"2","2",,,,,,,,,,,,,,,,,,"4"
"2.023","SATIVASUR","115723000167","I.E. TECNICA SEÑOR DE LOS MILAGROS","215723000072","ESC LOS TUNJOS","RURAL","OFICIAL",,"3","1",,,"1",,,,,,,,,,,,,,,,,,"5"
"2.023","SIACHOQUE","115740000014","I.E. TECNICA IGNACIO GIL SANABRIA","115740000014","IGNACIO GIL SANABRIA - SEDE PRINCIPAL","URBANA","OFICIAL",,,,,,,"122","90","80","73","128","108",,,,,,,,,,,,"601"
"2.023","SIACHOQUE","115740000014","I.E. TECNICA IGNACIO GIL SANABRIA","115740000022","SEDE DIVINO NIÑO","URBANA","OFICIAL","36","37","39","29","46","42",,,,,,,,,,,,,,,,,,"229"
"2.023","SIACHOQUE","115740000014","I.E. TECNICA IGNACIO GIL SANABRIA","215740000051","SEDE MARIA AUXILIADORA","RURAL","OFICIAL","4","4","4","7","2","5","11","11","5","9",,,,,,,,,,,,,,"62"
"2.023","SIACHOQUE","115740000014","I.E. TECNICA IGNACIO GIL SANABRIA","215740000108","SEDE EL CAIRO","RURAL","OFICIAL","1","2","2","3","1","1",,,,,,,,,,,,,,,,,,"10"
"2.023","SIACHOQUE","115740000014","I.E. TECNICA IGNACIO GIL SANABRIA","215740000094","SEDE SAN MARTIN","RURAL","OFICIAL","8","7","8","8","6","12",,,,,,,,,,,,,,,,,,"49"
"2.023","SIACHOQUE","115740000014","I.E. TECNICA IGNACIO GIL SANABRIA","215740000078","SEDE SAN JOSE","RURAL","OFICIAL","3","10","7","9","3","12","10","9","11","4",,,,,,,,,,,,,,"78"
"2.023","SIACHOQUE","115740000014","I.E. TECNICA IGNACIO GIL SANABRIA","215740000043","SEDE SAN JUAN BOSCO","RURAL","OFICIAL","11","6","8",,"8","6",,,,,,,,,,,,,,,,,,"39"
"2.023","SIACHOQUE","115740000014","I.E. TECNICA IGNACIO GIL SANABRIA","215740000132","SEDE NUESTRA SEÑORA DEL ROSARIO","RURAL","OFICIAL","2","2","3","6","3","5",,,,,,,,,,,,,,,,,,"21"
"2.023","SIACHOQUE","215740000060","I.E. JURUVITA","215740000060","I.E. JURUVITA - SEDE PRINCIPAL","RURAL","OFICIAL","12","15","16","4","18","18","19","22","13","9",,,,,,,,,,,,,,"146"
"2.023","SIACHOQUE","215740000060","I.E. JURUVITA","215740000124","ESC TURGA","RURAL","OFICIAL","5","4","4","4","6","11",,,,,,,,,,,,,,,,,,"34"
"2.023","SIACHOQUE","215740000060","I.E. JURUVITA","215740000167","GUATICHÁ","RURAL","OFICIAL","4","2","3","2","4","2",,,,,,,,,,,,,,,,,,"17"
"2.023","SIACHOQUE","215740000086","I.E. SANTO DOMINGO SAVIO GAIATO","215740000086","I.E. SANTO DOMINGO SAVIO GAIATO - SEDE PRINCIPAL","RURAL","OFICIAL","19","11","13","19","14","17","23","17","12","15",,,,,,,,,,,,,,"160"
"2.023","SIACHOQUE","215740000086","I.E. SANTO DOMINGO SAVIO GAIATO","215740000116","FIRAYA SUR","RURAL","OFICIAL","1","1","2","2","4","1",,,,,,,,,,,,,,,,,,"11"
"2.023","SIACHOQUE","215740000086","I.E. SANTO DOMINGO SAVIO GAIATO","215740000248","ESC TOCAVITA ALTO","RURAL","OFICIAL","5","3","3","2","5",,,,,,,,,,,,,,,,,,,"18"
"2.023","SIACHOQUE","215740000086","I.E. SANTO DOMINGO SAVIO GAIATO","215740000159","FIRAYA NORTE","RURAL","OFICIAL","1","4","4","4","7","4",,,,,,,,,,,,,,,,,,"24"
"2.023","SOATA","115753000013","I.E. JUAN JOSE RONDON","115753000013","I.E. JUAN JOSE RONDON - SEDE PRINCIPAL","URBANA","OFICIAL","52","53","49","59","52","55","71","60","79","99","70","78",,,,,,,,,,,,"777"
"2.023","SOATA","115753000013","I.E. JUAN JOSE RONDON","215753000093","CENTRO EDUCATIVO EL CEIBO","RURAL","OFICIAL","1",,,,"2","2",,,,,,,,,,,,,,,,,,"5"
"2.023","SOATA","115753000013","I.E. JUAN JOSE RONDON","215753000271","ESC SANTA MARTHA","RURAL","OFICIAL","1","4","1","1","1","1",,,,,,,,,,,,,,,,,,"9"
"2.023","SOATA","115753000013","I.E. JUAN JOSE RONDON","215753000158","CENTRO EDUCATIVO LLANOGRANDE","RURAL","OFICIAL","1","3","2","2",,"1",,,,,,,,,,,,,,,,,,"9"
"2.023","SOATA","115753000013","I.E. JUAN JOSE RONDON","215753000255","CENTRO EDUCATIVO EL ESPINAL","RURAL","OFICIAL","4","5","1","3","1",,,,,,,,,,,,,,,,,,,"14"
"2.023","SOATA","115753000013","I.E. JUAN JOSE RONDON","215753000212","ESC HOYA DEL TOLDO","RURAL","OFICIAL",,"1","1",,"2","1",,,,,,,,,,,,,,,,,,"5"
"2.023","SOATA","115753000013","I.E. JUAN JOSE RONDON","215753000221","ESC HATILLO MEDIO","RURAL","OFICIAL","1",,"2",,,"3",,,,,,,,,,,,,,,,,,"6"
"2.023","SOATA","115753000013","I.E. JUAN JOSE RONDON","215753000140","ESC SANTA RITA","RURAL","OFICIAL","1","6","4","1",,"2",,,,,,,,,,,,,,,,,,"14"
"2.023","SOATA","315753000021","I.E. ESCUELA NORMAL SUPERIOR LA PRESENTACION","315753000021","I.E. ESCUELA NORMAL SUPERIOR LA PRESENTACION - SEDE PRINCIPAL","URBANA","OFICIAL","31","48","44","47","38","54","57","61","57","56","56","50",,"13","3",,"28",,,,,,,"643"
"2.023","SOATA","315753000021","I.E. ESCUELA NORMAL SUPERIOR LA PRESENTACION","215753000085","ESC LA CHORRERA","RURAL","OFICIAL","6","1",,"3","4","1",,,,,,,,,,,,,,,,,,"15"
"2.023","SOATA","315753000021","I.E. ESCUELA NORMAL SUPERIOR LA PRESENTACION","215753000204","CENTRO EDUCATIVO LA JABONERA","RURAL","OFICIAL",,,"3",,,"2",,,,,,,,,,,,,,,,,,"5"
"2.023","SOATA","315753000021","I.E. ESCUELA NORMAL SUPERIOR LA PRESENTACION","215753000182","CENTRO EDUCATIVO LOS OLIVOS","RURAL","OFICIAL",,"1","1","2","3",,,,,,,,,,,,,,,,,,,"7"
"2.023","SOATA","315753000021","I.E. ESCUELA NORMAL SUPERIOR LA PRESENTACION","215753000239","ESC LA COSTA","RURAL","OFICIAL","2","1","5",,"4","3",,,,,,,,,,,,,,,,,,"15"
"2.023","SOATA","315753000021","I.E. ESCUELA NORMAL SUPERIOR LA PRESENTACION","215753000131","CENTRO EDUCATIVO SANTO CRISTO","RURAL","OFICIAL",,"3",,"2",,,,,,,,,,,,,,,,,,,,"5"
"2.023","SOATA","315753000021","I.E. ESCUELA NORMAL SUPERIOR LA PRESENTACION","215753000174","ESC LA LAGUNA","RURAL","OFICIAL","1","1","2",,,,,,,,,,,,,,,,,,,,,"4"
"2.023","SOATA","315753000021","I.E. ESCUELA NORMAL SUPERIOR LA PRESENTACION","215753000123","CENTRO EDUCATIVO PUENTE PINZON","RURAL","OFICIAL",,"1","2",,"1","2",,,,,,,,,,,,,,,,,,"6"
"2.023","SOCHA","115757000026","I.E. TECNICA PEDRO JOSE SARMIENTO","115757000026","I.E. TECNICA PEDRO JOSE SARMIENTO - SEDE PRINCIPAL","URBANA","OFICIAL","28","32","25","42","40","45","71","89","107","57","87","61",,,,,,,,"8","14","1","7","714"
"2.023","SOCHA","115757000395","I.E. ESCUELA NORMAL SUPERIOR","115757000395","I.E. ESCUELA NORMAL SUPERIOR - SEDE PRINCIPAL","URBANA","OFICIAL","28","56","43","34","35","32","64","70","59","68","53","52",,"3","5","6","7",,,,,,,"615"
"2.023","SOCHA","115757000395","I.E. ESCUELA NORMAL SUPERIOR","215757000209","ELA SOCHAVIEJO","RURAL","OFICIAL","5","2",,"4","1","2",,,,,,,,,,,,,,,,,,"14"
"2.023","SOCHA","115757000395","I.E. ESCUELA NORMAL SUPERIOR","215757000152","ESC RUR COTAMO","RURAL","OFICIAL","2",,"1",,,"2",,,,,,,,,,,,,,,,,,"5"
"2.023","SOCHA","115757000395","I.E. ESCUELA NORMAL SUPERIOR","215757000331","ESC EL POZO","RURAL","OFICIAL","4","1","2","1","2",,,,,,,,,,,,,,,,,,,"10"
"2.023","SOCHA","115757000395","I.E. ESCUELA NORMAL SUPERIOR","215757000314","CENT EDUC EL BOCHE","RURAL","OFICIAL","4","4","3","2","1","1",,,,,,,,,,,,,,,,,,"15"
"2.023","SOCHA","115757000395","I.E. ESCUELA NORMAL SUPERIOR","215757000381","ESC LA CHAPA","RURAL","OFICIAL","1","2","1","1",,"2",,,,,,,,,,,,,,,,,,"7"
"2.023","SOCHA","115757000395","I.E. ESCUELA NORMAL SUPERIOR","215757000365","ESC SAGRA ABAJO","RURAL","OFICIAL","3",,,"7","2","4",,,,,,,,,,,,,,,,,,"16"
"2.023","SOCHA","115757000395","I.E. ESCUELA NORMAL SUPERIOR","215757000071","ESC SANTA TERESA","RURAL","OFICIAL","1",,"1","3","3","1",,,,,,,,,,,,,,,,,,"9"
